data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
10397,What is the blue bowl behind the dog used for?,"What is the blue bowl behind the dog used for?
A. cooking
B. painting
C. garbage
D. drinking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. drinking. The,drinking,D,D
7362,The color of the man's shirt matches the color of what?,"The color of the man's shirt matches the color of what?
A. bark
B. pineapple
C. cherry blossom
D. banana

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. bark. The,bark,A,A
14470,What does the man in the foreground with the blue shirt have?,"What does the man in the foreground with the blue shirt have?
A. cane
B. bike helmet
C. clown nose
D. long beard

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here but not,long beard,D,A
11017,What is the term for how the boat is situated?,"What is the term for how the boat is situated?
A. mooring
B. lassoing
C. docked
D. anchored

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,docked,C,A
8880,The person in the green shirt is most likely to be what?,"The person in the green shirt is most likely to be what?
A. son
B. grandmother
C. daughter
D. grandfather

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice choice,son,A,B
2670,How did the boat by the sign get there?,"How did the boat by the sign get there?
A. crane lifted
B. raced there
C. tide lowered
D. dragged

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. nargssng,dragged,D,C
6843,Why are the people wearing green rubber boots?,"Why are the people wearing green rubber boots?
A. dress code
B. protection
C. visibility
D. fashion

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answer_ possibilities,protection,B,A
1840,What type of shot is the girl hitting?,"What type of shot is the girl hitting?
A. drop shot
B. serve
C. forehand
D. slice

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Shs Am present,serve,B,A
15992,What are the men wearing?,"What are the men wearing?
A. hats
B. backpacks
C. crowns
D. antlers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofadequor,hats,A,A
11801,Why is the puppy there?,"Why is the puppy there?
A. feeding lunch
B. watching it
C. for sale
D. stolen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,watching it,B,A
1185,What garment is being worn by this man?,"What garment is being worn by this man?
A. shirt
B. diaper
C. tightie whities
D. none

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.ressor'ss,diaper,B,A
5120,What language must someone speak in order to understand what items are offered?,"What language must someone speak in order to understand what items are offered?
A. english
B. spanish
C. french
D. italian

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of either autonom,english,A,A
5075,What time of day is it during the game?,"What time of day is it during the game?
A. midnight
B. twilight
C. dusk
D. dawn

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. dusk. The,dusk,C,C
12000,What are the two touching?,"What are the two touching?
A. brownies
B. cake
C. pie
D. muffins

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,cake,B,B
1999,What activity is the person wearing checks engaged in now?,"What activity is the person wearing checks engaged in now?
A. chess
B. cooking recipe
C. reading
D. phone call

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,reading,C,C
6257,What kind of store is this?,"What kind of store is this?
A. vegetable
B. fruit
C. meat
D. cheese

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B Shs_ramew,fruit,B,B
6056,What general category does this type of aircraft belong to?,"What general category does this type of aircraft belong to?
A. helicopter
B. jet
C. airship
D. propeller

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. of autonom,propeller,D,A
15196,What type of animals are shown on the lowest shelf to the right of the sink?,"What type of animals are shown on the lowest shelf to the right of the sink?
A. gorillas
B. dogs
C. giraffes
D. elephants

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,elephants,D,A
4071,What is the orange ball floating in the water behind a parked boat?,"What is the orange ball floating in the water behind a parked boat?
A. medicine ball
B. beach ball
C. anchor
D. safety float

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,safety float,D,A
8676,Who is famous for doing what these people are doing?,"Who is famous for doing what these people are doing?
A. john cleese
B. charles lindbergh
C. lance armstrong
D. james cameron

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,lance armstrong,C,A
3339,What type of Tennis game is being played here?,"What type of Tennis game is being played here?
A. women's doubles
B. mixed doubles
C. singles
D. mens doubles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,women's doubles,A,B
5242,What type of fruit is hanging from the ceiling?,"What type of fruit is hanging from the ceiling?
A. banana
B. orange
C. apple
D. watermelon

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Nordered_ streng,banana,A,A
15317,What place serves this kind of food?,"What place serves this kind of food?
A. mcdonalds
B. wendys
C. pizza hut
D. subway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. of autonom,pizza hut,C,C
9454,What type of poster is the girl with the soccer t-shirt carrying?,"What type of poster is the girl with the soccer t-shirt carrying?
A. movie
B. band
C. propaganda
D. art

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The autonomme,movie,A,A
1085,What type of piano is the man playing?,"What type of piano is the man playing?
A. grand piano
B. console piano
C. spinet piano
D. upright piano

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,grand piano,A,B
16251,Which drink here is the healthiest?,"Which drink here is the healthiest?
A. orange juice
B. water
C. tomato juice
D. wine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,orange juice,A,A
8077,What type of animal is being depicted on the plate with the food on it?,"What type of animal is being depicted on the plate with the food on it?
A. horse
B. elephant
C. donkey
D. pig

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of autonomity,horse,A,A
11855,The person in the group that is at higher of risk their hair freezing from the cold is wearing what color jacket?,"The person in the group that is at higher of risk their hair freezing from the cold is wearing what color jacket?
A. brown
B. black
C. yellow
D. green

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice here,green,D,A
5872,What does the man holding his glove out want to catch?,"What does the man holding his glove out want to catch?
A. soccer ball
B. birdie
C. football
D. baseball

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D of autonoms,baseball,D,D
14951,What part of town is this car in based on the sign?,"What part of town is this car in based on the sign?
A. east
B. south
C. west
D. north

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers choice answers choice,east,A,B
2367,What is the purpose of the electrical device that is turned off?,"What is the purpose of the electrical device that is turned off?
A. watch
B. call
C. work
D. cool

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,watch,A,A
9159,What are the thin objects the birds are sitting on?,"What are the thin objects the birds are sitting on?
A. branches
B. poles
C. power lines
D. traps

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,power lines,C,A
3089,What is the parachute called in paragliding?,"What is the parachute called in paragliding?
A. canopy
B. wing
C. balloon
D. parachute

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option ( human,canopy,A,A
1352,What is the name of the way the man in the street is wearing his pants?,"What is the name of the way the man in the street is wearing his pants?
A. sagging
B. cut-offs
C. casual
D. high-waisted

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,sagging,A,B
5329,What is being displayed behind glass on the lower shelf?,"What is being displayed behind glass on the lower shelf?
A. donuts
B. bagels
C. sandwiches
D. pastries

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,sandwiches,C,A
1492,These items that are moving can be referred to as being part of what?,"These items that are moving can be referred to as being part of what?
A. school
B. fleet
C. clowder
D. database

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B.numerable bourgeoisie,fleet,B,B
7650,What's the name of the meeting the group are at?,"What's the name of the meeting the group are at?
A. party
B. convention
C. lobby
D. ruling

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B Shsputan,convention,B,B
